name,address,website,phone_number,reviews_count,reviews_average,category,subcategory,city,state,area
"Hotel Avadh Palace, Subhash Bridge, RTO Circle, Ahmedabad","B-201, 2nd Floor, Tirth Jyoti Plaza Opp Jail Bhajiya House, Subhash Bridge, RTO Cir, near Gandhi Ashram, Ranip, Ahmedabad, Gujarat 380027",sites.google.com,099980 29439,,4.1,hotel,,ahmedabad,gujarat,"B-201, 2nd Floor"
Hotel Royal Square by Sky Stays,"4HGM+2G2, Tragad Rd, near Jundal, near Bagga Hyundai Showroom, Chandkheda, Zundal, Ahmedabad, Gujarat 382424",secure-booking-engine.com,,,4.3,hotel,,ahmedabad,gujarat,"4HGM+2G2, Tragad Rd"
Aarya Grand Hotels & Resorts,"Kargil Petrol Pump Lane, Vrundavan Party Plot Rd, near Gujarat High Court, Sola, Ahmedabad, Gujarat 380060",aaryagrand.com,096240 00666,,4.2,hotel,,ahmedabad,gujarat,"Kargil Petrol Pump Lane, Vrundavan Party Plot Rd"
Hotel G Express,"Nr siddhivinayank Circle, 5, beside Kankaria Road, Kankaria, Maninagar, Ahmedabad, Gujarat 380008",gexpresshotel.com,090999 94990,,4.1,hotel,,ahmedabad,gujarat,"Nr siddhivinayank Circle, 5"
HOTEL REVANTA INN,"5th Floor, Gagandeep Tower, nr. Udupi Restaurant, Kocharab, Paldi, Ahmedabad, Gujarat 380006",,098982 43496,,4.9,hotel,,ahmedabad,gujarat,"5th Floor, Gagandeep Tower"
Hotel O Red Apple,"3rd Floor, Akansha Complex, 3, Ashram Rd, Rabarivas, Old Wadaj, Ahmedabad, Gujarat 380013",oyorooms.com,0124 620 1613,,3.5,hotel,,ahmedabad,gujarat,"3rd Floor, Akansha Complex"
Hotel Ajanta,"2HHM+W4W, Mirzapur Rd, near Jansatta Press, Old City, Gheekanta, Bhadra, Ahmedabad, Gujarat 380001",,097248 97564,,3.5,hotel,,ahmedabad,gujarat,"2HHM+W4W, Mirzapur Rd"
Hotel Relax Inn,"2nd Floor, Yogi Complex, Drive In Rd, b/h Relience Mall, Sunrise Park, Gurukul, Ahmedabad, Gujarat 380054",hotelrelaxahm.in,,,4.7,hotel,,ahmedabad,gujarat,"2nd Floor, Yogi Complex"
Hotel Sagar Inn,"Sadakat Building Kadia Kui, Relief RoadGujarat, India, Tilak Marg, Near Zakaria Masjid, Kalupur, Ahmedabad, Gujarat 380001",hotelsagarinn.com,079 2216 4711,,3.8,hotel,,ahmedabad,gujarat,"Sadakat Building Kadia Kui, Relief RoadGujarat"
Hotel O Veejay,"Veeray 3rd floor, Rudra Plus Complex, Hotel D, Chimanlal Girdharlal Rd, opp. Girish cold drinks, Navrangpura, Ahmedabad, Gujarat 380006",oyorooms.com,0124 620 1613,,3.4,hotel,,ahmedabad,gujarat,"Veeray 3rd floor, Rudra Plus Complex"
Hotel Green Tree,"3rd floor, Urja Complex, visat gandhinagar road, near d mart & vishwakarma temple, Rangjyot Society, Parvati Nagar, Motera, Ahmedabad, Gujarat 380005",hotelgreentree.in,090814 10520,,4.1,hotel,,ahmedabad,gujarat,"3rd floor, Urja Complex"
OYO Hotel Home Of Maa,"police station brts, bus stop, saubhagya nagar, near sabarmati, behind Baronet Complex, Sabarmati, Ahmedabad, Gujarat 380005",oyorooms.com,0124 620 1613,,2.1,hotel,,ahmedabad,gujarat,"police station brts, bus stop"
Hotel AARAM Rooms & Dormitory,"Kadiakui, Relief Rd, near ahmedabad railway station, Char Rasta, Tankshal, Khadia, Ahmedabad, Gujarat 380001",,097128 10429,,4.6,hotel,,ahmedabad,gujarat,"Kadiakui, Relief Rd"
Hotel Nilkanth,"2nd floor, Srushti Arcade Motera, nr. Tata Motors Cars Showroom, Motera, Ahmedabad, Gujarat 380005",hotelnilkanth.in,099133 07219,,4.0,hotel,,ahmedabad,gujarat,"2nd floor, Srushti Arcade Motera"
Hotel Global-In,"4th Floor, Aditya Oopulence, Nr. Naroda railway Crossing N.H 8, Narol - Naroda Rd, Ahmedabad, Gujarat 382330",,,,3.8,hotel,,ahmedabad,gujarat,"4th Floor, Aditya Oopulence"
Hotel Raj Palace,"1st Floor, Heritage Plaza, SGVP SHREE SWAMINARAYAN GURUKUL MEMNAGAR, nr. Swaminarayan Temple, Sushil Nagar Society, Memnagar, Ahmedabad, Gujarat 380052",linktr.ee,085116 18574,,3.5,hotel,,ahmedabad,gujarat,"1st Floor, Heritage Plaza"
Artilla Inn (Hotel - Conference -Banquet),"At, Swami Vivekananda Pool, opposite Town Hall, Ellisbridge, Ahmedabad, Gujarat 380006",artillainn.com,090814 40429,,4.4,hotel,,ahmedabad,gujarat,"At, Swami Vivekananda Pool"
hotel hill top inn vatva,"Narol - Vatva Rd, Vatva, Ahmedabad, Gujarat 382440",,098253 56568,,5.0,hotel,,ahmedabad,gujarat,"Narol - Vatva Rd, Vatva"
Hotel Sunsarovar,"First Floor, Nirav Shopping Center, nr. Old Railway crossing, Maninagar East, Khokhra, Ahmedabad, Gujarat 380008",,096620 25770,,3.9,hotel,,ahmedabad,gujarat,"First Floor, Nirav Shopping Center"
The Metropole Hotel(unit of Majestic Projects Pvt. Ltd.),"Subhash Bridge, near RTO Circle, Keshav Nagar, Ahmedabad, Gujarat 380027",,079 4105 0200,,4.1,hotel,,ahmedabad,gujarat,"Subhash Bridge, near RTO Circle"
Hotel O Shubham Inn,"2nd, Silver Square, Complex, Baghban cross road, Thaltej, Ahmedabad, Gujarat 380059",oyorooms.com,0124 620 1613,,4.2,hotel,,ahmedabad,gujarat,"2nd, Silver Square"
Tribecca Select,"Shree Balaji Agora Mall Rd, Sughad, Ahmedabad, Gujarat 382421",tribeccaagoramall.com,079 6157 0100,,4.2,hotel,,ahmedabad,gujarat,"Shree Balaji Agora Mall Rd, Sughad"
Hotel Kalash Residency Ahmedabad,"2nd Floor, Vishwa Complex, Hotel Kalash Residency, opp. Siddhachal Road, Navrangpura, Ahmedabad, Gujarat 380009",,076003 13632,,3.5,hotel,,ahmedabad,gujarat,"2nd Floor, Vishwa Complex"
Hotel Stay Inn,"1st Floor Third eye one Complex, Opp: Honest Restaurant panchvati cross road, Chimanlal Girdharlal Rd, Ahmedabad, Gujarat 380009",booking.com,091574 15708,,3.8,hotel,,ahmedabad,gujarat,"1st Floor Third eye one Complex, Opp: Honest Restaurant panchvati cross road"
Hotel Galaxy inn,"42/43 3floor, Vadilal Park, Shaktidhara Society, Bapunagar, Ahmedabad, Gujarat 380024",hotelgalaxy-inn.com,095584 24322,,4.8,hotel,,ahmedabad,gujarat,"42/43 3floor, Vadilal Park"
Hotel Twilight,"Kalupur Railway Station Rd, near Ashirwad Market, opp. Railway Station, Kapasia Bazar, Sakar Bazzar, Kalupur, Ahmedabad, Gujarat 380002",,079 2217 5133,,3.7,hotel,,ahmedabad,gujarat,"Kalupur Railway Station Rd, near Ashirwad Market"
Hotel DREAMLANDD,"chandkhed 3rd floor a, BRTS stop 382424, nr. Shiv Shakti Nagar, Durga Krupa Society, Nigam Nagar, Chandkheda, Ahmedabad, Gujarat 382424",oyorooms.com,097279 85415,,4.5,hotel,,ahmedabad,gujarat,"chandkhed 3rd floor a, BRTS stop 382424"
Hotel Good Night,"opposite Sidi Saiyad Jali, Bhadra Rd, near Electricity House, Gheekanta, Lal Darwaja, Ahmedabad, Gujarat 380001",hotelgoodnight.co.in,,,4.1,hotel,,ahmedabad,gujarat,"opposite Sidi Saiyad Jali, Bhadra Rd"
BloomSuites | Ahmedabad,"34, Surdhara Rd, opp. Kolkata Kulture, Nilmani Society, Thaltej, Ahmedabad, Gujarat 380054",staybloom.com,079 4702 0222,,4.4,hotel,,ahmedabad,gujarat,"34, Surdhara Rd"
HOTEL PALAV PALACE,"oppo Bharat petrol pump, Bhagyoday Shopping Center, n.h, Naroda, bethak, Ahmedabad, Gujarat 382330",,097256 62227,,4.3,hotel,,ahmedabad,gujarat,"oppo Bharat petrol pump, Bhagyoday Shopping Center"
Hotel Metropole,"2HGJ+JQ3, Relief Rd, Old City, Gheekanta, Bhadra, Ahmedabad, Gujarat 380001",,,,3.5,hotel,,ahmedabad,gujarat,"2HGJ+JQ3, Relief Rd"
"Lemon Tree Hotel, Ahmedabad","434/1, Mithakali Six, Cross Rd, Navrangpura, Ahmedabad, Gujarat 380006",lemontreehotels.com,,,3.9,hotel,,ahmedabad,gujarat,"434/1, Mithakali Six"
Hotel Mivaante,"Shalin Square, Hathijan Circle, Sardar Patel Ring Rd, opposite Viva Farm, Vinzol, Ahmedabad, Gujarat 382445",hotelmivaante.com,099251 11618,,4.5,hotel,,ahmedabad,gujarat,"Shalin Square, Hathijan Circle"
Sunshine Dormitory,"1752, 1756, Relief Rd, Old City, Panchkuwa, Zaveriwad, Kalupur, Ahmedabad, Gujarat 380001",,079 2535 4600,,4.0,hotel,,ahmedabad,gujarat,"1752, 1756"
HOTEL 440 A SERENE STAY,"HOTEL 440, opp. V S HOSPITAL, Madalpur Gam, Ellisbridge, Ahmedabad, Gujarat 380006",440hotel.in,090815 88440,,4.2,hotel,,ahmedabad,gujarat,"HOTEL 440, opp. V S HOSPITAL"
Hotel Flair Inn,"Abhinav Arcade, Ashram Rd, near Kothawala Flats, Pritam Nagar, Paldi, Ahmedabad, Gujarat 380007",hotelflairinn.com,094294 84029,,4.1,hotel,,ahmedabad,gujarat,"Abhinav Arcade, Ashram Rd"
Hotel New Kunj Villa,"4th Floor, Shukan Mall, Nr.Visat Petrol Pump, Chandkheda, Ahmedabad, Gujarat 382424",hotelnewkunjvilla.com,070437 20712,,4.4,hotel,,ahmedabad,gujarat,"4th Floor, Shukan Mall"
"ITC Narmada, a Luxury Collection Hotel, Ahmedabad","Survey # 104 A, Judges Bunglow Rd, I I M, Vastrapur, Ahmedabad, Gujarat 380015",marriott.com,079 6966 4000,,4.7,hotel,,ahmedabad,gujarat,"Survey # 104 A, Judges Bunglow Rd"
Hotel Star,"GROUND FLOOR, KOTHARI HOSPITAL, GROUND Floor, Geeta complex, Vasna road, Anjali char rasta Near Smt. Sushilaben Kothari Charitable Hospital, Ahmedabad, Gujarat 380007",hotelstarahm.in,,,5.0,hotel,,ahmedabad,gujarat,"GROUND FLOOR, KOTHARI HOSPITAL"
Flagship Hotel Crystal,"1st Floor, Jivabhai Chamber, Ashram Rd, opposite BATA Showroom, Shreyas Colony, Navrangpura, Ahmedabad, Gujarat 380009",oyorooms.com,0124 620 1613,,3.0,hotel,,ahmedabad,gujarat,"1st Floor, Jivabhai Chamber"
HOTEL SAFARI INN,"2nd Floor, Dhaval Complex, behind Ganesh Plaza, Mithakhali, Navrangpura, Ahmedabad, Gujarat 380009",booking.com,091044 79571,,3.6,hotel,,ahmedabad,gujarat,"2nd Floor, Dhaval Complex"
The Ummed Ahmedabad,"The Ummed, Airport Cir, Sardarnagar, Hansol, Ahmedabad, Gujarat 382475",ummedhotels.com,079 6666 1234,,4.2,hotel,,ahmedabad,gujarat,"The Ummed, Airport Cir"
Everest Hotel,"Astodia Studio, Kalupur, Kalupur, beside Astodia Gate, Ahmedabad, Gujarat 380001",,079 2214 5005,,3.8,hotel,,ahmedabad,gujarat,"Astodia Studio, Kalupur"
